53523,993.40,5/6/2012,Realcube,2979.19
53530,-929.74,5/6/2012,Browsezoom,2077.71
53537,482.36,5/6/2012,Ailane,6925.73
53544,436.12,5/7/2012,Thoughtblab,3337.00
53551,607.99,5/7/2012,Centizu,81.32
53558,-787.45,5/7/2012,Dazzlesphere,2002.06
53565,-817.91,5/7/2012,Camido,4981.96
53572,75.05,5/7/2012,Jabbertype,4221.77
53579,-790.94,5/7/2012,Nlounge,323.22
53586,-21.13,5/7/2012,BlogXS,6908.44
53593,-945.77,5/8/2012,Fivechat,843.31
53600,-499.67,5/8/2012,Twinder,2521.66
53607,8.54,5/8/2012,Rhynyx,7803.97
53614,-225.06,5/8/2012,Rhycero,4744.46
53621,-291.23,5/8/2012,Kwilith,4181.26
53628,224.15,5/8/2012,Browsebug,7039.00
53635,539.95,5/8/2012,Thoughtworks,2253.65
53642,-190.09,5/9/2012,Skiptube,6652.56
53649,-904.56,5/9/2012,Realcube,8176.03
53656,-344.62,5/9/2012,Dabshots,198.06
53663,-928.30,5/9/2012,JumpXS,8610.72
53670,-820.77,5/9/2012,Zoonoodle,2488.14
53677,-894.51,5/10/2012,Babbleblab,1645.77
53684,797.82,5/10/2012,Shuffledrive,1311.18
53691,-787.03,5/10/2012,Fivebridge,1540.38
53698,567.50,5/10/2012,Thoughtsphere,5051.66
53705,-554.03,5/11/2012,Quaxo,192.19
53712,296.55,5/11/2012,Blognation,3533.61
53719,-981.15,5/11/2012,Kimia,5713.75
53726,-431.99,5/11/2012,Tazz,2341.67
53733,556.68,5/11/2012,Blogtags,4512.16
53740,215.29,5/12/2012,Youopia,5637.60
53747,657.42,5/12/2012,BlogXS,8651.60
53754,-776.54,5/12/2012,Blognation,3066.06
53761,655.08,5/12/2012,Bubblebox,6841.65
53768,-996.51,5/12/2012,Katz,2981.88
53775,-42.43,5/12/2012,JumpXS,4493.98
53782,941.75,5/12/2012,Skinte,4162.47
53789,-38.88,5/12/2012,Quimm,3911.67
53796,423.48,5/13/2012,Nlounge,5428.92
53803,367.32,5/13/2012,Photobug,1599.92
53810,-211.72,5/13/2012,Vimbo,6191.43
53817,-95.40,5/13/2012,Skibox,8993.42
53824,-660.51,5/13/2012,Jabbersphere,1861.07
53831,858.69,5/13/2012,Jatri,6737.82
53838,401.63,5/13/2012,Skidoo,4188.17
53845,-668.41,5/14/2012,Quatz,4296.92
53852,134.82,5/14/2012,Eazzy,6818.17
53859,554.64,5/14/2012,Aibox,9064.81
53866,-866.94,5/14/2012,Latz,1573.37
53873,-649.88,5/14/2012,Blognation,1446.48
53880,-165.01,5/15/2012,Feedmix,6648.79
53887,-785.32,5/15/2012,Gevee,3504.92
53894,952.63,5/15/2012,Mynte,537.60
53901,-925.72,5/15/2012,Vinder,4164.99
53908,-82.85,5/15/2012,Skidoo,9448.99
53915,-7.68,5/16/2012,Thoughtblab,1271.02
53922,319.90,5/16/2012,Skippad,5034.65
53929,180.75,5/16/2012,Yambee,2516.05
53936,-782.95,5/16/2012,Gabtype,4664.22
53943,143.62,5/16/2012,Yodo,7492.27
53950,-317.20,5/16/2012,Wikibox,4934.41
53957,-145.15,5/16/2012,Talane,5485.46
53964,-821.93,5/17/2012,Quimba,9404.20
53971,-944.27,5/17/2012,Flashspan,1260.85
53978,20.18,5/18/2012,Tekfly,9005.75
53985,445.35,5/18/2012,Wordtune,9826.22
53992,-657.12,5/18/2012,Eamia,6937.46
53999,-15.13,5/18/2012,Devshare,514.22
54006,187.86,5/18/2012,Jabbersphere,9168.68
54013,-492.98,5/19/2012,Katz,505.42
54020,-29.87,5/19/2012,Fadeo,4320.90
54027,-772.33,5/19/2012,Devpulse,2828.94
54034,-794.79,5/19/2012,Buzzbean,9943.60
54041,15.04,5/19/2012,Linklinks,4690.54
54048,-965.71,5/19/2012,Divanoodle,7034.91
54055,-509.13,5/20/2012,Photolist,8001.34
54062,443.59,5/20/2012,Buzzdog,4473.94
54069,438.09,5/20/2012,Brightbean,5383.41
54076,75.96,5/20/2012,Kazio,3042.89
54083,-434.06,5/20/2012,Photofeed,7410.39
54090,547.69,5/20/2012,Tambee,9420.71
54097,-580.19,5/20/2012,Cogibox,8319.61
54104,815.67,5/20/2012,Twitterbridge,1402.56
54111,419.19,5/21/2012,Brainverse,4701.98
54118,-896.59,5/21/2012,Brainverse,2809.33
54125,495.64,5/21/2012,Skibox,263.88
54132,-768.50,5/21/2012,Voonix,6415.44
54139,-462.16,5/21/2012,Yakitri,1569.49
54146,430.12,5/21/2012,Voonyx,7651.38
54153,-337.48,5/21/2012,Realbuzz,8430.58
54160,720.37,5/21/2012,Kimia,6575.54
54167,-800.98,5/21/2012,Minyx,4120.41
54174,781.50,5/21/2012,Jabbertype,4573.98
54181,556.54,5/21/2012,Mydeo,5482.88
54188,-899.80,5/21/2012,Skipstorm,2013.43
54195,402.93,5/21/2012,Zoonder,2877.52
54202,-248.45,5/22/2012,Dablist,6574.15
54209,-412.91,5/22/2012,Tagcat,3997.64
54216,66.64,5/22/2012,Devify,8054.51
54223,-615.07,5/22/2012,Zoomcast,9069.65
54230,-275.47,5/23/2012,Twitterbridge,6947.38
54237,-406.08,5/23/2012,Photofeed,4477.88
54244,-435.50,5/23/2012,Rhyzio,626.80
54251,-251.76,5/23/2012,Photobean,3186.04
54258,141.06,5/23/2012,Thoughtstorm,5312.40
54265,717.20,5/23/2012,Shuffledrive,8715.33
54272,63.51,5/23/2012,Trunyx,8834.25
54279,-111.76,5/23/2012,Bubblemix,5513.66
54286,-612.18,5/24/2012,Divanoodle,9586.93
54293,-932.21,5/24/2012,Twimm,7173.02
54300,-714.92,5/24/2012,Photojam,7442.45
54307,85.63,5/24/2012,Reallinks,1083.88
54314,-629.07,5/24/2012,Wikizz,3195.33
54321,754.00,5/24/2012,Jaxnation,2066.57
54328,342.92,5/24/2012,Yodoo,4809.10
54335,-26.20,5/24/2012,Trilia,1765.97
54342,-174.70,5/25/2012,Realfire,3847.16
54349,637.29,5/25/2012,Kwinu,7342.42
54356,-491.98,5/25/2012,Mita,9035.03
54363,217.19,5/25/2012,Skipfire,5075.70
54370,678.40,5/25/2012,Aimbu,6348.73
54377,41.48,5/25/2012,Quinu,4519.12
54384,-88.80,5/25/2012,Kwimbee,296.20
54391,232.47,5/25/2012,Cogilith,6159.55
54398,-644.63,5/25/2012,Bluejam,6700.76
54405,778.97,5/25/2012,Skajo,8050.18
54412,377.65,5/26/2012,Midel,7252.61
54419,432.26,5/26/2012,Youspan,9235.89
54426,949.38,5/26/2012,Pixoboo,75.24
54433,581.87,5/26/2012,Devbug,21.03
54440,-57.10,5/26/2012,Centimia,8214.27
54447,-874.62,5/27/2012,Npath,2686.71
54454,-558.48,5/27/2012,Pixoboo,5927.06
54461,-811.50,5/27/2012,Kwimbee,8446.67
54468,306.64,5/27/2012,Dynazzy,8109.11
54475,536.60,5/27/2012,Thoughtbeat,7239.20
54482,654.48,5/27/2012,Mymm,3780.63
54489,253.24,5/27/2012,Blogtags,7216.04
54496,-780.97,5/27/2012,Mynte,8773.47
54503,-942.82,5/27/2012,Wikivu,9871.54
54510,-446.66,5/27/2012,Jetwire,6953.13
54517,246.14,5/27/2012,Jaxspan,2841.28
54524,-909.32,5/27/2012,Dabjam,7918.57
54531,961.40,5/28/2012,Demizz,876.56
54538,-496.34,5/28/2012,Trilia,719.22
54545,770.90,5/28/2012,Digitube,5261.21
54552,-485.84,5/28/2012,Aimbu,856.19
54559,-24.72,5/29/2012,Skyba,4042.37
54566,988.68,5/29/2012,Innojam,4667.82
54573,-776.76,5/29/2012,Quaxo,3627.01
54580,-481.60,5/29/2012,Rhyloo,8387.31
54587,-309.21,5/29/2012,Jetwire,1929.46
54594,330.77,5/29/2012,Aimbu,4504.05
54601,-341.94,5/29/2012,Bubblemix,3479.91
54608,1.93,5/29/2012,Gigashots,7696.96
54615,-312.53,5/29/2012,Jabberstorm,5350.36
54622,846.72,5/29/2012,Topicshots,9458.38
54629,-330.20,5/30/2012,Topicware,9150.38
54636,-180.17,5/30/2012,Twitterbridge,2780.69
54643,-894.62,5/30/2012,Tanoodle,8756.29
54650,300.92,5/30/2012,Gabtype,4355.65
54657,418.34,5/30/2012,Wordtune,3083.62
54664,734.94,5/31/2012,Dablist,357.67
54671,92.76,5/31/2012,Buzzdog,8614.76
54678,-633.54,5/31/2012,Riffwire,8851.36
54685,-269.78,5/31/2012,Jaxspan,9574.51
54692,-465.44,5/31/2012,Janyx,6111.03
54699,-375.36,5/31/2012,Cogilith,4445.29
54706,-198.67,6/1/2012,Linkbuzz,2900.39
54713,-778.44,6/1/2012,Shufflester,9652.45
54720,950.62,6/1/2012,Kamba,5575.80
54727,-810.43,6/1/2012,Thoughtstorm,4628.07
54734,362.28,6/1/2012,Youtags,3779.39
54741,394.35,6/2/2012,Realpoint,4695.96
54748,874.46,6/2/2012,Gabvine,1034.18
54755,-542.99,6/2/2012,Quire,5310.83
54762,-401.97,6/2/2012,Zooveo,1506.09
54769,-306.48,6/2/2012,Zoomzone,511.12
54776,-831.20,6/2/2012,Agimba,9949.09
54783,424.61,6/3/2012,Yoveo,2975.28
54790,20.61,6/3/2012,Wordpedia,8260.18
54797,-828.41,6/3/2012,Edgepulse,5276.84
54804,-347.37,6/3/2012,Zoonoodle,7835.24
54811,-653.76,6/4/2012,Flipopia,3006.54
54818,242.68,6/4/2012,Realcube,9820.47
54825,-285.76,6/4/2012,Skajo,7289.93
54832,-155.27,6/4/2012,Livepath,3551.82
54839,188.18,6/4/2012,Riffwire,1199.57
54846,771.83,6/4/2012,Feednation,3282.76
54853,-681.01,6/4/2012,Innotype,8087.25
54860,671.60,6/4/2012,Tagtune,2500.94
54867,-396.21,6/4/2012,Twitterlist,5373.83
54874,-268.55,6/4/2012,Devcast,361.42
54881,296.99,6/4/2012,Bubbletube,4795.82
54888,267.52,6/5/2012,Thoughtblab,7214.24
54895,-460.11,6/5/2012,Yakidoo,3180.05
54902,-983.62,6/5/2012,Jabbertype,1906.33
54909,157.43,6/5/2012,Wikizz,5520.54
54916,624.57,6/5/2012,Fiveclub,5540.26
54923,-491.01,6/5/2012,Babbleblab,165.31
54930,49.67,6/5/2012,Jetpulse,4144.69
54937,506.58,6/5/2012,Twitterlist,7384.76
54944,991.22,6/5/2012,Realbuzz,3771.47
54951,272.67,6/5/2012,Mybuzz,9523.46
54958,786.17,6/6/2012,Thoughtblab,2374.57
54965,-632.85,6/6/2012,Browsedrive,6020.91
54972,-775.20,6/7/2012,Yozio,2798.00
54979,336.40,6/7/2012,Vimbo,2986.79
54986,408.13,6/7/2012,Feedbug,4293.74
54993,-52.39,6/7/2012,Brainverse,8232.15
55000,798.59,6/7/2012,Rhyloo,918.14
55007,-408.11,6/8/2012,Innojam,2584.92
55014,291.27,6/8/2012,Wordtune,22.40
55021,76.04,6/9/2012,Fivebridge,3042.75
55028,-401.70,6/9/2012,Youfeed,4479.15
55035,845.21,6/9/2012,Skyndu,8898.84
55042,-538.09,6/9/2012,Izio,692.43
55049,337.03,6/9/2012,Dabvine,6150.97
55056,-296.84,6/10/2012,Realbridge,1389.47
55063,-456.12,6/10/2012,Jaloo,9297.61
55070,-548.44,6/10/2012,Janyx,3209.30
55077,-400.52,6/10/2012,Devify,6866.65
55084,419.35,6/10/2012,Vipe,4379.50
55091,820.53,6/10/2012,Brightbean,826.90
55098,-833.97,6/10/2012,Blogpad,9487.84
55105,-979.45,6/10/2012,Edgeify,3496.16
55112,-858.74,6/11/2012,Bluejam,8347.99
55119,-921.74,6/11/2012,Fadeo,7681.72
55126,-824.54,6/11/2012,Dablist,9519.91
55133,494.90,6/11/2012,Yakitri,8690.41
55140,297.86,6/12/2012,Avamba,4171.13
55147,-138.21,6/12/2012,Flipopia,1097.25
55154,-648.02,6/12/2012,Bubblemix,2684.36
55161,854.26,6/12/2012,Cogibox,7992.11
55168,658.58,6/12/2012,Riffwire,1401.74
55175,976.17,6/12/2012,Brainverse,6751.06
55182,-268.80,6/13/2012,Skyndu,6047.66
55189,-755.06,6/13/2012,Flashdog,6646.69
55196,551.00,6/13/2012,Livepath,6630.30
55203,-419.15,6/13/2012,Dabshots,5253.51
55210,757.50,6/13/2012,Innojam,394.22
55217,836.56,6/13/2012,Avaveo,5341.73
55224,841.22,6/13/2012,Zazio,4630.33
55231,-556.32,6/13/2012,Dabjam,3005.51
55238,99.34,6/13/2012,Oyonder,4579.48
55245,466.33,6/13/2012,Twitterlist,2888.10
55252,252.79,6/13/2012,Skilith,2964.96
55259,-557.25,6/14/2012,Mynte,3896.84
55266,-723.02,6/14/2012,Topicshots,2403.67
55273,-208.27,6/14/2012,Tambee,4572.31
55280,727.29,6/14/2012,Twitterlist,3183.34
55287,269.27,6/14/2012,Rooxo,8419.99
55294,212.15,6/14/2012,Chatterbridge,5841.99
55301,-827.18,6/15/2012,Quimba,4333.14
55308,-476.88,6/15/2012,Devify,5012.16
55315,956.75,6/15/2012,Viva,1528.17
55322,232.22,6/15/2012,Edgeify,3311.06
55329,-766.68,6/15/2012,Dynazzy,444.70
55336,453.00,6/15/2012,Plajo,8827.97
55343,-561.74,6/15/2012,Jaxbean,8640.61
55350,-207.45,6/15/2012,Gabvine,3688.26
55357,247.81,6/15/2012,Edgewire,8527.48
55364,-179.25,6/16/2012,Twitterbeat,920.03
55371,-316.92,6/16/2012,Oyonder,1353.53
55378,600.18,6/16/2012,Roombo,8165.46
55385,776.78,6/16/2012,Eadel,2087.59
55392,-314.58,6/16/2012,Mudo,2620.29
55399,-903.54,6/16/2012,Mynte,5715.00
55406,261.01,6/16/2012,Mita,5504.56
55413,-848.55,6/16/2012,Quatz,8299.87
55420,712.74,6/16/2012,Eimbee,831.38
55427,613.04,6/16/2012,Jaxbean,2102.24
55434,756.25,6/16/2012,Katz,7205.84
55441,174.83,6/16/2012,Kaymbo,5127.35
55448,13.21,6/17/2012,Realcube,7884.99
55455,-950.50,6/17/2012,Ntags,9496.75
55462,-23.39,6/17/2012,Innojam,2192.53
55469,-912.32,6/17/2012,Tanoodle,5371.86
55476,690.16,6/17/2012,Tagfeed,7023.15
55483,509.66,6/18/2012,Topicblab,9367.49
55490,-58.14,6/18/2012,Quimm,2021.97
55497,131.98,6/18/2012,Jaxbean,2987.09
55504,-844.04,6/18/2012,Yakidoo,8823.46
55511,65.06,6/18/2012,Meezzy,5520.31
55518,10.51,6/18/2012,Digitube,4311.13
55525,-226.93,6/18/2012,Meejo,5324.12
55532,-371.77,6/19/2012,Ntags,5222.06
55539,105.28,6/19/2012,Oyondu,945.95
55546,-726.94,6/19/2012,Meeveo,3954.26
55553,-345.43,6/19/2012,Bluejam,8669.16
55560,760.86,6/20/2012,Voolia,3915.83
55567,208.86,6/20/2012,Dazzlesphere,1744.43
55574,-978.76,6/20/2012,Jetpulse,6189.06
55581,-197.27,6/20/2012,Thoughtstorm,5976.64
55588,-301.33,6/20/2012,Topiczoom,9926.08
55595,49.62,6/20/2012,Jabbersphere,3033.86
55602,495.69,6/20/2012,Pixope,1514.89
55609,-605.32,6/21/2012,Centimia,9016.38
55616,808.19,6/21/2012,Mymm,6404.57
55623,-486.81,6/21/2012,Dabvine,1707.45
55630,-694.12,6/21/2012,Kwilith,2771.63
55637,650.46,6/21/2012,Thoughtsphere,3094.53
55644,911.27,6/21/2012,Gigazoom,4665.01
55651,689.86,6/21/2012,Zazio,7315.40
55658,-303.94,6/21/2012,Livetube,6944.15
55665,744.56,6/21/2012,Youspan,1172.01
55672,-209.01,6/22/2012,Yadel,5533.69
55679,-152.30,6/22/2012,Thoughtblab,1056.04
55686,-560.73,6/22/2012,Tazz,7235.18
55693,383.54,6/22/2012,Realpoint,291.30
55700,-633.35,6/23/2012,Zooveo,9285.13
55707,-387.94,6/23/2012,Innojam,7964.38
55714,149.95,6/23/2012,Devshare,8906.00
55721,-302.64,6/23/2012,Centizu,7345.20
55728,-664.63,6/23/2012,Blogtag,1709.90
55735,1.52,6/23/2012,Flipopia,2549.73
55742,515.46,6/23/2012,Meezzy,7432.49
55749,-856.82,6/23/2012,Yamia,6420.06
55756,169.25,6/23/2012,Demivee,5828.92
55763,-287.09,6/23/2012,Oyonder,8262.52
55770,764.96,6/23/2012,Ntags,8490.50
55777,220.67,6/24/2012,Zazio,9292.48
55784,897.95,6/24/2012,Trudoo,2156.35
55791,-521.01,6/24/2012,Yozio,3471.81
55798,275.81,6/24/2012,Reallinks,2042.40
55805,566.39,6/24/2012,JumpXS,1566.65
55812,635.93,6/24/2012,Quinu,6430.30
55819,736.21,6/25/2012,Zooxo,398.67
55826,701.76,6/25/2012,Gabspot,8977.29
55833,887.77,6/25/2012,Wordpedia,6708.40
55840,-424.95,6/26/2012,Skiba,4817.28
55847,-415.10,6/26/2012,Demizz,5157.79
55854,364.64,6/26/2012,Zazio,2887.22
55861,422.84,6/27/2012,Meejo,7884.20
55868,532.16,6/27/2012,BlogXS,4230.21
55875,52.75,6/27/2012,Vipe,7788.91
55882,200.01,6/27/2012,Trilith,7410.25
